POÇO ANP;BLOCO;BACIA;BACIAS AGRUPADAS;ESTADO;AMBIENTE;OPERADOR;INÍCIO DA PERFURAÇÃO;CONCLUSÃO DO POÇO;PROFUNDIDADE FINAL (m);ATINGIU PRÉ-SAL?;NOTIFICAÇÃO DE DESCOBERTA ?;DATA DA 1ª DESCOBERTA;FLUIDO NOTIFICAÇÃO DESCOBERTA
1-BRSA-499-ES;ES-T-516;Espírito Santo;Maduras;ES;TERRA;Petrobras;20/05/2007;23/07/2007;1473;Não;Sim;30/05/2007;Gás e Petróleo
1-BRSA-512D-ES;BT-ES-15;Espírito Santo;Maduras;ES;TERRA;Petrobras;12/07/2007;31/07/2007;1333;Não;Não;;
1-GALP-8-RN;POT-T-602;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;27/07/2007;15/08/2007;1791;Não;Não;;
1-BRSA-482-ES;ES-T-373;Espírito Santo;Maduras;ES;TERRA;Petrobras;01/03/2007;16/08/2007;954;Não;Sim;14/03/2007;Gás e Petróleo
1-WW-3-BA;REC-T-23;Recôncavo;Maduras;BA;TERRA;W. Washington;16/08/2007;27/08/2007;755;Não;Não;;
1-BRSA-498-SPS;BM-S-3;Santos;Margem Leste;SP;MAR;Petrobras;17/05/2007;30/08/2007;5368;Não;Sim;25/07/2007;Gás e Petróleo
1-WW-1-BA;REC-T-139;Recôncavo;Maduras;BA;TERRA;W. Washington;26/12/2006;31/08/2007;2077;Não;Sim;27/08/2007;Gás e Petróleo
1-BRSA-518-RN;POT-T-435;Potiguar;Maduras;RN;TERRA;Petrobras;14/08/2007;01/09/2007;1396;Não;Não;;
1-ENI-6-RJS;BM-S-4;Santos;Margem Leste;RJ;MAR;Eni Oil;11/08/2007;01/09/2007;2464;Não;Não;;
1-QTR-7-RN;POT-T-434;Potiguar;Maduras;RN;TERRA;Quantra;30/07/2007;01/09/2007;2409;Não;Sim;30/08/2007;Petróleo
1-QTR-6-RN;POT-T-704;Potiguar;Maduras;RN;TERRA;Quantra;17/07/2007;02/09/2007;464;Não;Sim;01/09/2007;Petróleo
3-PSY-13-RN;POT-T-352;Potiguar;Maduras;RN;TERRA;Petrosynergy;23/07/2007;03/09/2007;1745;Não;Sim;27/08/2007;Petróleo
3-BRSA-479-ES;ES-T-382;Espírito Santo;Maduras;ES;TERRA;Petrobras;09/02/2007;05/09/2007;865;Não;Sim;24/02/2007;Petróleo
3-BRSA-485HP-ES;ES-T-382;Espírito Santo;Maduras;ES;TERRA;Petrobras;14/03/2007;05/09/2007;1450;Não;Sim;23/03/2007;Petróleo
4-BRSA-346-ES;ES-T-382;Espírito Santo;Maduras;ES;TERRA;Petrobras;15/04/2005;05/09/2007;1040;Não;Sim;26/04/2005;Petróleo
4-BRSA-348-ES;ES-T-381;Espírito Santo;Maduras;ES;TERRA;Petrobras;03/05/2005;05/09/2007;777;Não;Sim;13/05/2005;Petróleo
1-BRSA-426-ES;ES-T-496;Espírito Santo;Maduras;ES;TERRA;Petrobras;15/06/2006;06/09/2007;1574;Não;Sim;20/06/2006;Petróleo
1-BRSA-507D-ES;ES-T-496;Espírito Santo;Maduras;ES;TERRA;Petrobras;28/06/2007;06/09/2007;1232;Não;Sim;06/07/2007;Petróleo
1-WW-2-BA;REC-T-32;Recôncavo;Maduras;BA;TERRA;W. Washington;01/08/2007;08/09/2007;600;Não;Sim;08/09/2007;Gás e Petróleo
1-BRSA-491-SPS;LPA;Santos;Margem Leste;SP;MAR;Petrobras;04/04/2007;15/09/2007;5718;Sim;Sim;04/08/2007;Gás e Petróleo
6-BRSA-486-ESS;BM-ES-5;Espírito Santo;Margem Leste;ES;MAR;Petrobras;21/03/2007;18/09/2007;4663;Não;Sim;25/04/2007;Gás e Petróleo
1-BRSA-516D-RN;BT-POT-9;Potiguar;Maduras;RN;TERRA;Petrobras;31/07/2007;24/09/2007;2387;Não;Não;;
1-GALP-10-RN;POT-T-240;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;10/09/2007;26/09/2007;986;Não;Não;;
3-BRSA-496-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;07/05/2007;28/09/2007;5316;Sim;Sim;07/08/2007;Petróleo
1-BRSA-527-ES;ES-T-454;Espírito Santo;Maduras;ES;TERRA;Petrobras;16/09/2007;05/10/2007;2500;Não;Não;;
1-BRSA-519-ES;ES-T-364;Espírito Santo;Maduras;ES;TERRA;Petrobras;16/08/2007;07/10/2007;900;Não;Sim;22/08/2007;Petróleo
1-QTR-8-RN;POT-T-477;Potiguar;Maduras;RN;TERRA;Quantra;06/09/2007;07/10/2007;1575;Não;Não;;
1-PTX-11-RN;POT-T-514;Potiguar;Maduras;RN;TERRA;Mandacaru Energia;10/10/2007;15/10/2007;580;Não;Sim;13/10/2007;Petróleo
4-BRSA-522-ES;ES-T-382;Espírito Santo;Maduras;ES;TERRA;Petrobras;27/08/2007;16/10/2007;816;Não;Não;;
1-STAR-1-BA;REC-T-192;Recôncavo;Maduras;BA;TERRA;SHB;07/10/2007;17/10/2007;1155;Não;Não;;
1-BRSA-532-SPS;BM-S-8;Santos;Margem Leste;SP;MAR;Petrobras;02/10/2007;20/10/2007;3445;Não;Não;;
1-BRSA-535-ESS;ES-M-588;Espírito Santo;Margem Leste;ES;MAR;Petrobras;07/10/2007;20/10/2007;2162;Não;Não;;
4-BRSA-536-ES;ES-T-418;Espírito Santo;Maduras;ES;TERRA;Petrobras;10/10/2007;21/10/2007;1701;Não;Sim;20/10/2007;Petróleo
1-PTX-12-RN;POT-T-559;Potiguar;Maduras;RN;TERRA;Mandacaru Energia;18/10/2007;25/10/2007;870;Não;Não;;
1-AURI-21-RN;POT-T-432;Potiguar;Maduras;RN;TERRA;Aurizônia Petróleo;13/10/2007;31/10/2007;2001;Não;Sim;30/10/2007;Petróleo
1-STAR-2-BA;REC-T-178;Recôncavo;Maduras;BA;TERRA;SHB;22/10/2007;04/11/2007;1329;Não;Sim;02/11/2007;Não Caracterizado
1-GALP-11-SE;SEAL-T-412;Sergipe;Maduras;SE;TERRA;Petrogal Brasil;11/10/2007;05/11/2007;1060;Não;Sim;29/10/2007;Petróleo
1-BRSA-531-RN;POT-T-480;Potiguar;Maduras;RN;TERRA;Petrobras;01/10/2007;06/11/2007;2259;Não;Não;;
1-ELPS-16D-BAS;BM-CAL-4;Camamu;Margem Leste;BA;MAR;3R Petroleum;08/02/2007;09/11/2007;2899;Não;Sim;26/08/2007;Petróleo
1-ELPS-17D-BAS;BM-CAL-4;Camamu;Margem Leste;BA;MAR;3R Petroleum;11/02/2007;09/11/2007;2940;Não;Sim;05/07/2007;Gás e Petróleo
1-BRSA-541-ES;ES-T-409;Espírito Santo;Maduras;ES;TERRA;Petrobras;04/11/2007;11/11/2007;1050;Não;Não;;
1-PTX-13-RN;POT-T-513;Potiguar;Maduras;RN;TERRA;Mandacaru Energia;28/10/2007;11/11/2007;744;Não;Sim;02/11/2007;Petróleo
4-BRSA-534-ES;SAI_OP;Espírito Santo;Maduras;ES;TERRA;Petrobras;05/10/2007;12/11/2007;1270;Não;Sim;14/10/2007;Petróleo
1-BRSA-546-RN;POT-T-575;Potiguar;Maduras;RN;TERRA;Petrobras;12/11/2007;18/11/2007;517;Não;Não;;
1-BRSA-540-BA;REC-T-42;Recôncavo;Maduras;BA;TERRA;Petrobras;04/11/2007;19/11/2007;1326;Não;Não;;
1-GALP-12-SE;SEAL-T-429;Sergipe;Maduras;SE;TERRA;Petrogal Brasil;11/11/2007;01/12/2007;1101;Não;Sim;25/11/2007;Petróleo
1-PSY-14-RN;BT-POT-5;Potiguar;Maduras;RN;TERRA;Petrosynergy;06/08/2007;03/12/2007;1214;Não;Sim;30/11/2007;Petróleo
4-BRSA-530-ESS;BM-ES-5;Espírito Santo;Margem Leste;ES;MAR;Petrobras;29/09/2007;05/12/2007;4245;Não;Sim;22/10/2007;Petróleo
1-BRSA-526-SPS;BM-S-21;Santos;Margem Leste;SP;MAR;Petrobras;17/09/2007;06/12/2007;5350;Sim;Sim;29/11/2007;Petróleo
3-ENI-5-RJS;BM-S-4;Santos;Margem Leste;RJ;MAR;Eni Oil;10/07/2007;09/12/2007;5828;Não;Sim;08/09/2007;Gás
1-BRSA-544D-RN;POT-T-881;Potiguar;Maduras;RN;TERRA;Petrobras;11/11/2007;20/12/2007;1860;Não;Não;;
1-PSY-15-RN;BT-POT-3;Potiguar;Maduras;RN;TERRA;Petrosynergy;17/11/2007;27/12/2007;1315;Não;Sim;18/12/2007;Petróleo
1-STAR-3-BA;REC-T-192;Recôncavo;Maduras;BA;TERRA;SHB;29/10/2007;28/12/2007;1987;Não;Sim;25/12/2007;Petróleo
1-BRSA-567-RN;POT-T-662;Potiguar;Maduras;RN;TERRA;Petrobras;29/12/2007;04/01/2008;474;Não;Não;;
1-BRSA-547-BA;REC-T-206;Recôncavo;Maduras;BA;TERRA;Petrobras;19/11/2007;05/01/2008;1541;Não;Não;;
1-BRSA-562-RJS;C-M-231;Campos;Margem Leste;RJ;MAR;Petrobras;17/12/2007;05/01/2008;1276;Não;Não;;
1-GALP-15-BA;ES-T-202;Mucuri;Maduras;BA;TERRA;Petrogal Brasil;29/12/2007;05/01/2008;680;Não;Não;;
1-BRSA-561-ES;ES-T-527;Espírito Santo;Maduras;ES;TERRA;Petrobras;06/12/2007;12/01/2008;2866;Não;Não;;
1-BRSA-533-RN;POT-T-791;Potiguar;Maduras;RN;TERRA;Petrobras;03/10/2007;16/01/2008;4126;Não;Não;;
1-BRSA-571-RN;POT-T-225;Potiguar;Maduras;RN;TERRA;Petrobras;06/01/2008;18/01/2008;994;Não;Não;;
1-STAR-4-BA;REC-T-106;Recôncavo;Maduras;BA;TERRA;SHB;05/01/2008;22/01/2008;1644;Não;Não;;
3-BRSA-538D-ES;SAI_OP;Espírito Santo;Maduras;ES;TERRA;Petrobras;20/10/2007;26/01/2008;1458;Não;Sim;29/10/2007;Petróleo
1-WW-5D-BA;REC-T-235;Recôncavo;Maduras;BA;TERRA;W. Washington;20/11/2007;28/01/2008;1383;Não;Não;;
1-PSY-16-RN;BT-POT-3;Potiguar;Maduras;RN;TERRA;Petrosynergy;02/01/2008;29/01/2008;1316;Não;Sim;23/01/2008;Petróleo
1-BRSA-564-RN;POT-T-442;Potiguar;Maduras;RN;TERRA;Petrobras;24/12/2007;31/01/2008;2123;Não;Não;;
1-BRSA-579-BA;ES-T-47;Mucuri;Maduras;BA;TERRA;Petrobras;27/01/2008;02/02/2008;570;Não;Não;;
1-BRSA-572-ESS;ES-M-466;Espírito Santo;Margem Leste;ES;MAR;Petrobras;01/01/2008;12/02/2008;3612;Não;Não;;
1-GALP-16-BA;ES-T-215;Mucuri;Maduras;BA;TERRA;Petrogal Brasil;15/01/2008;13/02/2008;1066;Não;Não;;
3-POTI-8-RN;BT-POT-10;Potiguar;Maduras;RN;TERRA;Potióleo;10/01/2008;16/02/2008;780;Não;Sim;19/01/2008;Petróleo
1-BG-3-SPS;S-M-672;Santos;Margem Leste;SP;MAR;BG Brasil;14/12/2007;17/02/2008;4655;Não;Não;;
1-QTR-9-RN;POT-T-882;Potiguar;Maduras;RN;TERRA;Quantra;09/02/2008;20/02/2008;1007;Não;Não;;
1-QG-4-BA;BT-REC-8;Recôncavo;Maduras;BA;TERRA;Constellation;27/04/2007;21/02/2008;3250;Não;Sim;08/06/2007;Gás e Petróleo
1-BRSA-583-BA;ES-T-67;Mucuri;Maduras;BA;TERRA;Petrobras;11/02/2008;22/02/2008;934;Não;Não;;
3-AURI-23-RN;POT-T-790;Potiguar;Maduras;RN;TERRA;Aurizônia Petróleo;27/01/2008;28/02/2008;848;Não;Sim;04/02/2008;Petróleo
1-GALP-13-BA;ES-T-188;Mucuri;Maduras;BA;TERRA;Petrogal Brasil;15/12/2007;11/03/2008;1066;Não;Não;;
1-BRSA-580-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;07/02/2008;19/03/2008;1575;Não;Não;;
4-BRSA-560-SPS;S-M-790;Santos;Margem Leste;SP;MAR;Petrobras;07/12/2007;20/03/2008;5283;Não;Sim;07/02/2008;Gás
1-BRSA-553-RJS;C-M-403;Campos;Margem Leste;RJ;MAR;Petrobras;26/11/2007;22/03/2008;5277;Sim;Sim;17/03/2008;Petróleo
4-BRSA-529-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;22/09/2007;22/03/2008;3357;Não;Sim;10/12/2007;Não Caracterizado
1-BRSA-557-RJS;S-M-172;Santos;Margem Leste;RJ;MAR;Petrobras;11/12/2007;29/03/2008;4890;Não;Sim;25/02/2008;Petróleo
1-BRSA-549-RN;POT-T-479;Potiguar;Maduras;RN;TERRA;Petrobras;31/10/2007;30/03/2008;2288;Não;Sim;10/12/2007;Petróleo
1-GALP-14-BA;ES-T-174;Mucuri;Maduras;BA;TERRA;Petrogal Brasil;22/12/2007;31/03/2008;1018;Não;Não;;
3-BRSA-590-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;01/03/2008;01/04/2008;2186;Não;Não;;
1-BRSA-598DP-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;20/03/2008;05/04/2008;1713;Não;Não;;
1-BRSA-585-ESS;ES-M-466;Espírito Santo;Margem Leste;ES;MAR;Petrobras;13/02/2008;06/04/2008;4610;Não;Não;;
6-BG-4P-SPS;S-M-672;Santos;Margem Leste;SP;MAR;BG Brasil;17/02/2008;13/04/2008;5840;Não;Sim;08/04/2008;Gás
1-BRSA-513D-AL;BT-SEAL-2;Alagoas;Maduras;AL;TERRA;Petrobras;19/07/2007;22/04/2008;3617;Não;Sim;30/10/2007;Gás
3-BRSA-582D-AL;BT-SEAL-2;Alagoas;Maduras;AL;TERRA;Petrobras;27/01/2008;28/04/2008;2500;Não;Sim;13/03/2008;Petróleo
1-BRSA-555-RJS;S-M-166;Santos;Margem Leste;RJ;MAR;Petrobras;12/12/2007;03/05/2008;6024;Não;Não;;
4-BRSA-593-ESS;ES-M-413;Espírito Santo;Margem Leste;ES;MAR;Petrobras;16/03/2008;05/05/2008;3039;Não;Sim;01/05/2008;Gás
1-NORD-1-SE;SEAL-T-430;Sergipe;Maduras;SE;TERRA;Nord;05/04/2008;20/05/2008;1327;Não;Sim;17/05/2008;Petróleo
4-BRSA-611DP-ESS;ES-M-413;Espírito Santo;Margem Leste;ES;MAR;Petrobras;06/05/2008;23/05/2008;2300;Não;Não;;
1-GALP-17-RN;POT-T-354;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;22/04/2008;28/05/2008;1538;Não;Não;;
3-BRSA-599DP-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;26/03/2008;29/05/2008;3168;Não;Sim;14/04/2008;Não Caracterizado
1-BRSA-607-SPS;S-M-1288;Santos;Margem Leste;SP;MAR;Petrobras;25/04/2008;05/06/2008;2202;Não;Sim;11/05/2008;Petróleo
1-BRSA-600-RJS;C-M-401;Campos;Margem Leste;RJ;MAR;Petrobras;01/04/2008;10/06/2008;4390;Sim;Sim;02/06/2008;Petróleo
1-KOCH-1-ES;ES-T-291;Espírito Santo;Maduras;ES;TERRA;3R RNCE;21/12/2007;12/06/2008;720;Não;Sim;25/01/2008;Petróleo
1-VITA-1-ES;ES-T-466;Espírito Santo;Maduras;ES;TERRA;Vitória Ambiental;30/11/2007;16/06/2008;1749;Não;Sim;13/03/2008;Petróleo
1-WW-9-BA;REC-T-91;Recôncavo;Maduras;BA;TERRA;Nova Petróleo Rec;31/05/2008;18/06/2008;910;Não;Não;;
1-BRSA-619-RJS;C-M-333;Campos;Margem Leste;RJ;MAR;Petrobras;23/05/2008;19/06/2008;2200;Não;Sim;13/06/2008;Petróleo
1-QTR-10-RN;POT-T-792;Potiguar;Maduras;RN;TERRA;Quantra;12/06/2008;20/06/2008;776;Não;Sim;21/06/2008;Petróleo
3-BRSA-624-AL;BT-SEAL-2;Alagoas;Maduras;AL;TERRA;Petrobras;05/06/2008;20/06/2008;810;Não;Não;;
1-BRSA-614-BAS;BM-CAL-6;Almada;Margem Leste;BA;MAR;Petrobras;19/05/2008;23/06/2008;2870;Não;Não;;
1-BRSA-627-RN;POT-T-488;Potiguar;Maduras;RN;TERRA;Petrobras;20/06/2008;01/07/2008;621;Não;Não;;
1-BRSA-606-ESS;BM-C-25;Campos;Margem Leste;ES;MAR;Petrobras;27/04/2008;03/07/2008;4348;Sim;Não;;
3-BRSA-633-AL;BT-SEAL-2;Alagoas;Maduras;AL;TERRA;Petrobras;25/06/2008;04/07/2008;741;Não;Não;;
1-WW-7-BA;REC-T-31;Recôncavo;Maduras;BA;TERRA;Nova Petróleo Rec;10/05/2008;05/07/2008;210;Não;Sim;02/07/2008;Petróleo
6-WW-10DP-BA;REC-T-31;Recôncavo;Maduras;BA;TERRA;Nova Petróleo Rec;27/06/2008;05/07/2008;475;Não;Sim;02/07/2008;Petróleo
4-GALP-18-RN;POT-T-521;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;03/06/2008;13/07/2008;1780;Não;Não;;
1-KOCH-2D-RN;POT-T-612;Potiguar;Maduras;RN;TERRA;3R RNCE;28/02/2008;15/07/2008;2000;Não;Não;;
1-BRSA-594-SPS;BM-S-9;Santos;Margem Leste;SP;MAR;Petrobras;22/03/2008;17/07/2008;5993;Sim;Sim;10/06/2008;Petróleo
1-QTR-11-RN;POT-T-565;Potiguar;Maduras;RN;TERRA;Quantra;26/06/2008;20/07/2008;2088;Não;Sim;18/07/2008;Petróleo
4-BRSA-623D-ES;CCNS;Espírito Santo;Maduras;ES;TERRA;Petrobras;02/06/2008;20/07/2008;1476;Não;Sim;18/07/2008;Petróleo
1-BRSA-559-RJS;BM-S-24;Santos;Margem Leste;RJ;MAR;Petrobras;09/12/2007;21/07/2008;5252;Sim;Sim;22/01/2008;Não Caracterizado
1-WW-6-BA;REC-T-39;Recôncavo;Maduras;BA;TERRA;W. Washington;26/04/2008;22/07/2008;500;Não;Sim;14/07/2008;Petróleo
6-WW-12DP-BA;REC-T-39;Recôncavo;Maduras;BA;TERRA;W. Washington;15/07/2008;22/07/2008;762;Não;Não;;
1-QTR-12-RN;POT-T-704;Potiguar;Maduras;RN;TERRA;Quantra;16/07/2008;28/07/2008;213;Não;Não;;
1-BRSA-643-SE;SEAL-T-356;Sergipe;Maduras;SE;TERRA;Petrobras;29/07/2008;06/08/2008;577;Não;Não;;
1-QTR-13-RN;POT-T-525;Potiguar;Maduras;RN;TERRA;Quantra;26/07/2008;06/08/2008;1078;Não;Não;;
1-WW-8-BA;REC-T-24;Recôncavo;Maduras;BA;TERRA;Nova Petróleo Rec;01/06/2008;09/08/2008;750;Não;Não;;
1-WW-11-BA;REC-T-113;Recôncavo;Maduras;BA;TERRA;Nova Petróleo Rec;26/07/2008;11/08/2008;530;Não;Não;;
4-GALP-19-RN;POT-T-355;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;20/07/2008;16/08/2008;1440;Não;Sim;11/08/2008;Petróleo
1-BRSA-652-RN;POT-T-531;Potiguar;Maduras;RN;TERRA;Petrobras;12/08/2008;20/08/2008;588;Não;Não;;
4-BRSA-640D-ES;ES-T-364;Espírito Santo;Maduras;ES;TERRA;Petrobras;21/07/2008;22/08/2008;1332;Não;Não;;
1-BRSA-635-SCS;BM-S-12;Santos;Margem Leste;SC;MAR;Petrobras;03/07/2008;02/09/2008;5230;Não;Não;;
1-BRSA-645-SE;SEAL-T-356;Sergipe;Maduras;SE;TERRA;Petrobras;30/07/2008;04/09/2008;1771;Não;Não;;
1-GALP-20-RN;POT-T-447;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;25/08/2008;05/09/2008;566;Não;Não;;
1-WW-13-BA;REC-T-102;Recôncavo;Maduras;BA;TERRA;Nova Petróleo Rec;19/08/2008;06/09/2008;619;Não;Não;;
4-BRSA-655-ES;ES-T-409;Espírito Santo;Maduras;ES;TERRA;Petrobras;30/08/2008;07/09/2008;1139;Não;Não;;
1-STAR-5D-SE;SEAL-T-462;Sergipe;Maduras;SE;TERRA;SHB;12/06/2008;11/09/2008;2400;Não;Sim;28/08/2008;Gás e Petróleo
1-BRSA-641-ES;ES-T-454;Espírito Santo;Maduras;ES;TERRA;Petrobras;24/07/2008;13/09/2008;2437;Não;Não;;
1-QTR-14-SE;SEAL-T-369;Sergipe;Maduras;SE;TERRA;Quantra;22/08/2008;13/09/2008;1548;Não;Não;;
4-BRSA-537-RN;POT-T-700;Potiguar;Maduras;RN;TERRA;Petrobras;19/10/2007;13/09/2008;2677;Não;Sim;06/11/2007;Petróleo
1-BRSA-618-RJS;BBG;Santos;Margem Leste;RJ;MAR;Petrobras;24/05/2008;16/09/2008;6080;Sim;Sim;06/08/2008;Petróleo
1-BRSA-644D-BA;BT-REC-4;Recôncavo;Maduras;BA;TERRA;Petrobras;30/07/2008;18/09/2008;2990;Não;Não;;
3-BRSA-630-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;25/06/2008;18/09/2008;2238;Não;Não;;
1-VITA-3-ES;ES-T-392;Espírito Santo;Maduras;ES;TERRA;Vitória Ambiental;14/08/2008;22/09/2008;1677;Não;Sim;20/09/2008;Petróleo
4-BRSA-634D-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;06/07/2008;22/09/2008;2358;Não;Não;;
3-BRSA-638D-AL;BT-SEAL-2;Alagoas;Maduras;AL;TERRA;Petrobras;12/07/2008;07/10/2008;3637;Não;Não;;
1-STAR-6D-SE;SEAL-T-462;Sergipe;Maduras;SE;TERRA;SHB;11/09/2008;10/10/2008;2430;Não;Sim;10/10/2008;Gás e Petróleo
1-BRSA-617-SCS;BM-S-12;Santos;Margem Leste;SC;MAR;Petrobras;20/05/2008;13/10/2008;5074;Não;Sim;14/07/2008;Gás
1-GALP-21-RN;POT-T-650;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;27/09/2008;14/10/2008;1945;Não;Não;;
4-BRSA-668-BA;ES-T-67;Mucuri;Maduras;BA;TERRA;Petrobras;30/09/2008;15/10/2008;890;Não;Não;;
1-QTR-15-SE;SEAL-T-434;Sergipe;Maduras;SE;TERRA;Quantra;22/09/2008;16/10/2008;1452;Não;Não;;
1-BRSA-667-SPS;S-M-1226;Santos;Margem Leste;SP;MAR;Petrobras;25/09/2008;18/10/2008;2189;Não;Não;;
1-BRSA-658-SPS;S-M-1289;Santos;Margem Leste;SP;MAR;Petrobras;25/08/2008;28/10/2008;2322;Não;Sim;23/09/2008;Petróleo
1-BRSA-672-BA;ES-T-125;Mucuri;Maduras;BA;TERRA;Petrobras;21/10/2008;29/10/2008;930;Não;Não;;
1-SMAR-1-SE;SEAL-T-460;Sergipe;Maduras;SE;TERRA;Silver Marlin;14/10/2008;08/11/2008;1158;Não;Não;;
1-APL-1-ESS;C-M-101;Campos;Margem Leste;ES;MAR;Prio Tigris;31/05/2008;11/11/2008;6024;Sim;Sim;29/09/2008;Petróleo
4-BRSA-592D-ES;ES-T-383;Espírito Santo;Maduras;ES;TERRA;Petrobras;12/03/2008;11/11/2008;1916;Não;Sim;08/04/2008;Gás e Petróleo
1-GALP-22-RN;POT-T-651;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;22/10/2008;12/11/2008;1776;Não;Não;;
1-STAR-7D-BA;REC-T-165;Recôncavo;Maduras;BA;TERRA;SHB;30/10/2008;18/11/2008;1850;Não;Sim;22/11/2008;Gás e Petróleo
1-WW-14-BA;REC-T-52;Recôncavo;Maduras;BA;TERRA;Nova Petróleo Rec;11/08/2008;19/11/2008;106;Não;Não;;
1-AURI-26-RN;POT-T-298;Potiguar;Maduras;RN;TERRA;Aurizônia Petróleo;11/11/2008;24/11/2008;972;Não;Não;;
1-BRSA-674-BA;REC-T-67;Recôncavo;Maduras;BA;TERRA;Petrobras;03/11/2008;24/11/2008;2001;Não;Não;;
1-BRSA-637D-BAS;BM-CAL-5;Almada;Margem Leste;BA;MAR;Petrobras;03/07/2008;25/11/2008;3396;Não;Sim;31/08/2008;Petróleo
1-BRSA-677-BA;ES-T-108;Mucuri;Maduras;BA;TERRA;Petrobras;05/11/2008;25/11/2008;1287;Não;Não;;
4-BRSA-601-ES;CCNS;Espírito Santo;Maduras;ES;TERRA;Petrobras;08/04/2008;26/11/2008;1350;Não;Sim;17/04/2008;Petróleo
4-BRSA-609-ES;CCNS;Espírito Santo;Maduras;ES;TERRA;Petrobras;01/05/2008;26/11/2008;1353;Não;Sim;09/05/2008;Gás e Petróleo
1-BRSA-597-RJS;S-M-322;Santos;Margem Leste;RJ;MAR;Petrobras;27/03/2008;28/11/2008;6030;Sim;Sim;29/07/2008;Petróleo
3-BRSA-649-RN;POT-T-520;Potiguar;Maduras;RN;TERRA;Petrobras;10/08/2008;01/12/2008;2261;Não;Sim;18/09/2008;Petróleo
1-BRSA-642-SPS;S-M-557;Santos;Margem Leste;SP;MAR;Petrobras;29/07/2008;04/12/2008;5371;Não;Não;;
1-AURI-24-SE;SEAL-T-417;Sergipe;Maduras;SE;TERRA;Aurizônia Petróleo;22/10/2008;07/12/2008;517;Não;Sim;27/10/2008;Petróleo
1-VITA-4-ES;ES-T-391;Espírito Santo;Maduras;ES;TERRA;Vitória Ambiental;20/10/2008;08/12/2008;1240;Não;Sim;09/11/2008;Petróleo
1-AURI-25-SE;SEAL-T-418;Sergipe;Maduras;SE;TERRA;Aurizônia Petróleo;03/11/2008;12/12/2008;648;Não;Sim;09/11/2008;Petróleo
1-BRSA-688-RN;POT-T-445;Potiguar;Maduras;RN;TERRA;Petrobras;04/12/2008;12/12/2008;633;Não;Não;;
1-GALP-24-SE;SEAL-T-419;Sergipe;Maduras;SE;TERRA;Petrogal Brasil;23/11/2008;12/12/2008;1099;Não;Não;;
1-GALP-23D-RN;POT-T-697;Potiguar;Maduras;RN;TERRA;Petrogal Brasil;20/11/2008;13/12/2008;1740;Não;Não;;
1-SMAR-2-SE;SEAL-T-460;Sergipe;Maduras;SE;TERRA;Silver Marlin;14/11/2008;18/12/2008;1371;Não;Não;;
1-PTX-14-RN;POT-T-557;Potiguar;Maduras;RN;TERRA;Mandacaru Energia;18/12/2008;22/12/2008;450;Não;Não;;
1-BRSA-665-RJS;BM-C-14;Campos;Margem Leste;RJ;MAR;Petrobras;24/09/2008;23/12/2008;5177;Sim;Sim;19/12/2008;Petróleo
1-BRSA-692D-BA;REC-T-103;Recôncavo;Maduras;BA;TERRA;Petrobras;14/12/2008;25/12/2008;952;Não;Não;;
1-BRSA-455-RN;POT-T-520;Potiguar;Maduras;RN;TERRA;Petrobras;11/10/2006;30/12/2008;2560;Não;Sim;23/12/2006;Petróleo
1-BRSA-558-RN;POT-T-745;Potiguar;Maduras;RN;TERRA;Petrobras;10/12/2007;30/12/2008;2838;Não;Sim;20/01/2008;Gás
1-PTX-15-RN;POT-T-557;Potiguar;Maduras;RN;TERRA;Mandacaru Energia;27/12/2008;30/12/2008;450;Não;Não;;
1-AURI-27-RN;POT-T-573;Potiguar;Maduras;RN;TERRA;Aurizônia Petróleo;01/12/2008;31/12/2008;350;Não;Sim;10/12/2008;Petróleo
3-PTX-16-RN;POT-T-558;Potiguar;Maduras;RN;TERRA;Mandacaru Energia;03/01/2009;07/01/2009;525;Não;Não;;
3-BRSA-694-SPS;S-M-1288;Santos;Margem Leste;SP;MAR;Petrobras;16/12/2008;08/01/2009;2261;Não;Sim;04/01/2009;Petróleo
4-BRSA-676-SPS;BM-S-3;Santos;Margem Leste;SP;MAR;Petrobras;28/10/2008;09/01/2009;5350;Não;Não;;
6-BRSA-684P-RJS;S-M-322;Santos;Margem Leste;RJ;MAR;Petrobras;28/11/2008;09/01/2009;6139;Sim;Sim;27/12/2008;Gás
